Order ID,Order Date,Country,City,Region,Subregion,Customer,Industry,Segment,Product,Sales,Quantity,Discount,Profit
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,Intel,Tech,SMB,SaaS Connector Pack - Gold,3.264,2,0.2,1.1016
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,Intel,Tech,SMB,ChatBot Plugin,86.304,6,0.2,9.7092
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,Intel,Tech,SMB,ContactMatcher,6.858,6,0.7,-5.715
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,Intel,Tech,SMB,ChatBot Plugin,15.76,2,0.2,3.546
APJ-2023-107727,2023-10-20,Japan,Tokyo,APJ,JAPN,Glencore,Misc,Enterprise,Support,29.472,3,0.2,9.9468
APJ-2022-117590,2022-12-09,Japan,Aichi,APJ,JAPN,Procter & Gamble,Consumer Products,Strategic,Site Analytics,1097.544,7,0.2,123.4737
APJ-2022-117590,2022-12-09,Japan,Aichi,APJ,JAPN,Procter & Gamble,Consumer Products,Strategic,SaaS Connector Pack,190.92,5,0.6,-147.963
APJ-2021-117415,2021-12-27,Japan,Tokyo,APJ,JAPN,Banco Santander,Finance,Enterprise,SaaS Connector Pack - Gold,113.328,9,0.2,35.415
APJ-2021-117415,2021-12-27,Japan,Tokyo,APJ,JAPN,Banco Santander,Finance,Enterprise,Marketing Suite,532.3992,3,0.32,-46.9764
APJ-2021-117415,2021-12-27,Japan,Tokyo,APJ,JAPN,Banco Santander,Finance,Enterprise,FinanceHub,212.058,3,0.3,-15.147
APJ-2021-117415,2021-12-27,Japan,Tokyo,APJ,JAPN,Banco Santander,Finance,Enterprise,Site Analytics,371.168,4,0.2,41.7564
APJ-2023-120999,2023-09-11,Australia,Wollongong,APJ,ANZ,Pemex,Energy,Strategic,Site Analytics,147.168,4,0.2,16.5564
AMER-2022-101343,2022-07-18,United States,New York City,AMER,NAMER,Siemens,Manufacturing,Strategic,Marketing Suite - Gold,77.88,2,0.0,3.894
EMEA-2023-139619,2023-09-20,Germany,Hanover,EMEA,EU-WEST,Samsung Electronics,Tech,Strategic,Marketing Suite - Gold,95.616,2,0.2,9.5616
EMEA-2022-118255,2022-03-12,Luxembourg,Luxembourg,EMEA,EU-WEST,Sony,Tech,Strategic,Data Smasher,45.98,2,0.0,19.7714
EMEA-2022-118255,2022-03-12,Luxembourg,Luxembourg,EMEA,EU-WEST,Sony,Tech,Strategic,ContactMatcher,17.46,2,0.0,8.2062
AMER-2020-146703,2020-10-20,Brazil,Salvador,AMER,LATAM,Morgan Stanley,Finance,SMB,Marketing Suite - Gold,211.96,4,0.0,8.4784
APJ-2022-169194,2022-06-21,Philippines,Davao City,APJ,APAC,Bank of America Corp.,Finance,SMB,Data Smasher,45.0,3,0.0,4.95
APJ-2022-169194,2022-06-21,Philippines,Davao City,APJ,APAC,Bank of America Corp.,Finance,SMB,Site Analytics,21.8,2,0.0,6.104
APJ-2021-115742,2021-04-18,India,Kolkata,APJ,IND,Siemens,Manufacturing,SMB,ContactMatcher,38.22,6,0.0,17.9634
APJ-2021-115742,2021-04-18,India,Kolkata,APJ,IND,Siemens,Manufacturing,SMB,FinanceHub,75.18,6,0.0,35.3346
APJ-2021-115742,2021-04-18,India,Kolkata,APJ,IND,Siemens,Manufacturing,SMB,SaaS Connector Pack,6.16,2,0.0,2.9568
APJ-2021-115742,2021-04-18,India,Kolkata,APJ,IND,Siemens,Manufacturing,SMB,FinanceHub,89.99,1,0.0,17.0981
EMEA-2022-105816,2022-12-12,United Kingdom,London,EMEA,UKIR,Tesco,Retail,Strategic,Storage,15.26,7,0.0,6.2566
EMEA-2022-105816,2022-12-12,United Kingdom,London,EMEA,UKIR,Tesco,Retail,Strategic,Site Analytics,1029.95,5,0.0,298.6855
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,Marketing Suite - Gold,208.56,6,0.0,52.14
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,Support,32.4,5,0.0,15.552
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,FinanceHub,319.41,5,0.1,7.098
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,Support,14.56,2,0.0,6.9888
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,Data Smasher,30.0,2,0.0,3.3
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,ContactMatcher,48.48,4,0.2,16.362
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,ChatBot Plugin,1.68,1,0.0,0.84
AMER-2021-135545,2021-11-24,United States,New York City,AMER,NAMER,Mondelez International,Consumer Products,SMB,Data Smasher,13.98,2,0.0,6.1512
AMER-2021-135545,2021-11-24,United States,New York City,AMER,NAMER,Mondelez International,Consumer Products,SMB,ContactMatcher,25.824,6,0.2,9.3612
AMER-2021-135545,2021-11-24,United States,New York City,AMER,NAMER,Mondelez International,Consumer Products,SMB,Support,146.73,3,0.0,68.9631
AMER-2021-135545,2021-11-24,United States,New York City,AMER,NAMER,Mondelez International,Consumer Products,SMB,SaaS Connector Pack,79.76,4,0.0,22.3328
APJ-2021-164175,2021-04-30,Australia,Sydney,APJ,ANZ,Abbott Laboratories,Healthcare,Enterprise,FinanceHub,213.115,5,0.3,-15.2225
AMER-2020-106376,2020-12-05,Chile,Puente Alto,AMER,LATAM,Morgan Stanley,Finance,Strategic,ChatBot Plugin,1113.024,8,0.2,111.3024
AMER-2020-106376,2020-12-05,Chile,Puente Alto,AMER,LATAM,Morgan Stanley,Finance,Strategic,Site Analytics,167.968,4,0.2,62.988
EMEA-2022-119823,2022-06-05,Spain,Madrid,EMEA,EU-WEST,Fannie Mae,Finance,SMB,Support,75.88,2,0.0,35.6636
EMEA-2022-106075,2022-09-19,United Kingdom,London,EMEA,UKIR,Aetna,Healthcare,SMB,ContactMatcher,4.616,1,0.2,1.731
AMER-2023-114440,2023-09-15,Brazil,Rio de Janeiro,AMER,LATAM,Intel,Tech,SMB,Support,19.05,3,0.0,8.763
EMEA-2021-134026,2021-04-26,South Africa,Cape Town,EMEA,MEA,Oracle,Tech,SMB,FinanceHub,831.936,8,0.2,-114.3912
EMEA-2021-134026,2021-04-26,South Africa,Cape Town,EMEA,MEA,Oracle,Tech,SMB,SaaS Connector Pack,97.04,2,0.2,1.213
EMEA-2021-134026,2021-04-26,South Africa,Cape Town,EMEA,MEA,Oracle,Tech,SMB,Marketing Suite - Gold,72.784,1,0.2,-18.196
APJ-2023-118038,2023-12-10,Japan,Tokyo,APJ,JAPN,Nissan Motor,Transportation,Strategic,ContactMatcher,1.248,3,0.8,-1.9344
APJ-2023-118038,2023-12-10,Japan,Tokyo,APJ,JAPN,Nissan Motor,Transportation,Strategic,SaaS Connector Pack,9.708,3,0.6,-5.8248
APJ-2023-118038,2023-12-10,Japan,Tokyo,APJ,JAPN,Nissan Motor,Transportation,Strategic,Marketing Suite - Gold,27.24,3,0.2,2.724
APJ-2020-147606,2020-11-26,Japan,Tokyo,APJ,JAPN,Oracle,Tech,SMB,SaaS Connector Pack,19.3,5,0.6,-14.475
EMEA-2022-127208,2022-06-13,Portugal,Lisboa,EMEA,EU-WEST,Tyson Foods,Consumer Products,Strategic,OneView,208.16,1,0.0,56.2032
EMEA-2022-127208,2022-06-13,Portugal,Lisboa,EMEA,EU-WEST,Tyson Foods,Consumer Products,Strategic,ContactMatcher,16.74,3,0.0,8.0352
AMER-2020-139451,2020-10-12,United States,Los Angeles,AMER,NAMER,Verizon Communications,Communications,SMB,ChatBot Plugin,14.9,5,0.0,4.172
AMER-2020-139451,2020-10-12,United States,Los Angeles,AMER,NAMER,Verizon Communications,Communications,SMB,Marketing Suite - Gold,21.39,1,0.0,6.2031
EMEA-2021-149734,2021-09-03,Sweden,Uppsala,EMEA,NOR,Itochu,Finance,Strategic,SaaS Connector Pack - Gold,200.984,7,0.2,62.8075
APJ-2023-119662,2023-11-14,Australia,Sydney,APJ,ANZ,Royal Dutch Shell,Energy,Enterprise,Marketing Suite - Gold,230.376,3,0.2,-48.9549
AMER-2023-140088,2023-05-29,Colombia,Bogotá,AMER,LATAM,Morgan Stanley,Finance,SMB,FinanceHub,301.96,2,0.0,33.2156
EMEA-2023-155558,2023-10-27,Luxembourg,Luxembourg,EMEA,EU-WEST,Daimler,Transportation,SMB,Data Smasher,19.99,1,0.0,6.7966
EMEA-2023-155558,2023-10-27,Luxembourg,Luxembourg,EMEA,EU-WEST,Daimler,Transportation,SMB,FinanceHub,6.16,2,0.0,2.9568
APJ-2022-159695,2022-04-06,Japan,Tokyo,APJ,JAPN,Fannie Mae,Finance,Enterprise,Marketing Suite - Gold,158.368,7,0.2,13.8572
AMER-2022-109806,2022-09-18,United States,New York City,AMER,NAMER,Daimler,Transportation,Strategic,ChatBot Plugin,20.1,3,0.0,6.633
AMER-2022-109806,2022-09-18,United States,New York City,AMER,NAMER,Daimler,Transportation,Strategic,Site Analytics,73.584,2,0.2,8.2782
AMER-2022-109806,2022-09-18,United States,New York City,AMER,NAMER,Daimler,Transportation,Strategic,Support,6.48,1,0.0,3.1104
EMEA-2021-149587,2021-01-31,Luxembourg,Luxembourg,EMEA,EU-WEST,Morgan Stanley,Finance,SMB,Support,12.96,2,0.0,6.2208
EMEA-2021-149587,2021-01-31,Luxembourg,Luxembourg,EMEA,EU-WEST,Morgan Stanley,Finance,SMB,SaaS Connector Pack,53.34,3,0.0,16.5354
EMEA-2021-149587,2021-01-31,Luxembourg,Luxembourg,EMEA,EU-WEST,Morgan Stanley,Finance,SMB,ContactMatcher,32.96,2,0.0,16.1504
EMEA-2023-109484,2023-11-07,Belgium,Brussels,EMEA,EU-WEST,Walgreens,Retail,Enterprise,ContactMatcher,5.682,1,0.7,-3.788
EMEA-2023-161018,2023-11-10,United Kingdom,London,EMEA,UKIR,Boeing,Manufacturing,Enterprise,SaaS Connector Pack,96.53,7,0.0,40.5426
AMER-2023-157833,2023-06-18,United States,Los Angeles,AMER,NAMER,Valero Energy,Energy,SMB,ContactMatcher,51.312,3,0.2,17.9592
EMEA-2022-149223,2022-09-07,Luxembourg,Luxembourg,EMEA,EU-WEST,Nestle,Consumer Products,Strategic,OneView,77.88,6,0.0,22.5852
APJ-2022-158568,2022-08-30,Australia,Sydney,APJ,ANZ,Philip Morris International,Consumer Products,Enterprise,Support,64.624,7,0.2,22.6184
APJ-2022-158568,2022-08-30,Australia,Sydney,APJ,ANZ,Philip Morris International,Consumer Products,Enterprise,Data Smasher,95.976,3,0.2,-10.7973
APJ-2022-158568,2022-08-30,Australia,Sydney,APJ,ANZ,Philip Morris International,Consumer Products,Enterprise,ContactMatcher,1.788,3,0.8,-3.0396
EMEA-2022-129903,2022-12-02,Luxembourg,Luxembourg,EMEA,EU-WEST,Trafigura Group,Finance,SMB,Support,23.92,4,0.0,11.7208
EMEA-2021-156867,2021-11-13,Russia,Moscow,EMEA,EU-EAST,Walmart,Retail,SMB,Data Smasher,238.896,6,0.2,-26.8758
EMEA-2021-156867,2021-11-13,Russia,Moscow,EMEA,EU-EAST,Walmart,Retail,SMB,SaaS Connector Pack,102.36,3,0.2,-3.8385
EMEA-2021-156867,2021-11-13,Russia,Moscow,EMEA,EU-EAST,Walmart,Retail,SMB,ContactMatcher,36.882,3,0.7,-25.8174
EMEA-2023-119004,2023-11-24,Sweden,Stockholm,EMEA,NOR,Cisco Systems,Tech,SMB,Data Smasher,74.112,8,0.2,17.6016
EMEA-2023-119004,2023-11-24,Sweden,Stockholm,EMEA,NOR,Cisco Systems,Tech,SMB,Site Analytics,27.992,1,0.2,2.0994
EMEA-2023-119004,2023-11-24,Sweden,Stockholm,EMEA,NOR,Cisco Systems,Tech,SMB,ChatBot Plugin,3.304,1,0.2,1.0738
APJ-2021-129476,2021-10-15,Australia,Canberra,APJ,ANZ,Nissan Motor,Transportation,Enterprise,Data Smasher,339.96,5,0.2,67.992
EMEA-2023-146780,2023-12-26,United Kingdom,London,EMEA,UKIR,Prudential Financial,Finance,Strategic,SaaS Connector Pack,41.96,2,0.0,10.9096
EMEA-2022-128867,2022-11-04,Netherlands,The Hague,EMEA,EU-WEST,Walmart,Retail,SMB,ChatBot Plugin,75.96,2,0.0,22.788
EMEA-2022-128867,2022-11-04,Netherlands,The Hague,EMEA,EU-WEST,Walmart,Retail,SMB,ContactMatcher,27.24,6,0.0,13.3476
AMER-2020-115259,2020-08-25,Mexico,Mexico City,AMER,LATAM,Amazon,Tech,SMB,Storage,40.096,14,0.2,14.5348
AMER-2020-115259,2020-08-25,Mexico,Mexico City,AMER,LATAM,Amazon,Tech,SMB,SaaS Connector Pack - Gold,4.72,2,0.2,1.652
AMER-2020-115259,2020-08-25,Mexico,Mexico City,AMER,LATAM,Amazon,Tech,SMB,Support,23.976,3,0.2,7.4925
AMER-2020-115259,2020-08-25,Mexico,Mexico City,AMER,LATAM,Amazon,Tech,SMB,SaaS Connector Pack - Gold,130.464,6,0.2,44.0316
AMER-2021-110457,2021-03-02,Canada,Toronto,AMER,NAMER,Trafigura Group,Finance,SMB,ContactMatcher,787.53,3,0.0,165.3813
EMEA-2021-136476,2021-04-05,South Africa,Cape Town,EMEA,MEA,Gazprom,Energy,Strategic,ContactMatcher,157.794,1,0.7,-115.7156
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,Aetna,Healthcare,SMB,SaaS Connector Pack,47.04,3,0.0,18.3456
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,Aetna,Healthcare,SMB,ContactMatcher,30.84,4,0.0,13.878
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,Aetna,Healthcare,SMB,Marketing Suite - Gold,226.56,6,0.0,63.4368
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,Aetna,Healthcare,SMB,SaaS Connector Pack - Gold,115.02,9,0.0,51.759
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,Aetna,Healthcare,SMB,Site Analytics,68.04,7,0.0,19.7316
APJ-2020-152030,2020-12-26,Japan,Tokyo,APJ,JAPN,FedEx,Transportation,Enterprise,FinanceHub,600.558,3,0.3,-8.5794
APJ-2020-134614,2020-09-20,Australia,Geelong,APJ,ANZ,Tesco,Retail,SMB,ContactMatcher,617.7,6,0.5,-407.682
AMER-2023-107272,2023-11-06,Chile,Santiago,AMER,LATAM,Honda Motor,Manufacturing,SMB,ContactMatcher,2.388,2,0.7,-1.8308
AMER-2023-107272,2023-11-06,Chile,Santiago,AMER,LATAM,Honda Motor,Manufacturing,SMB,Marketing Suite - Gold,243.992,7,0.2,30.499
AMER-2022-125969,2022-11-07,United States,New York City,AMER,NAMER,Prudential Financial,Finance,Enterprise,FinanceHub,81.424,2,0.2,-9.1602
AMER-2022-125969,2022-11-07,United States,New York City,AMER,NAMER,Prudential Financial,Finance,Enterprise,SaaS Connector Pack,238.56,3,0.0,26.2416
AMER-2023-164147,2023-02-03,Mexico,Mexico City,AMER,LATAM,Banco Santander,Finance,Strategic,Site Analytics,59.97,5,0.4,-11.994
AMER-2023-164147,2023-02-03,Mexico,Mexico City,AMER,LATAM,Banco Santander,Finance,Strategic,Support,78.304,2,0.2,29.364
AMER-2023-164147,2023-02-03,Mexico,Mexico City,AMER,LATAM,Banco Santander,Finance,Strategic,Storage,21.456,9,0.2,6.9732
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,Support,20.04,3,0.0,9.6192
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,Support,35.44,1,0.0,16.6568
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,ChatBot Plugin,11.52,4,0.0,3.456
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,Storage,4.02,2,0.0,1.9698
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,ContactMatcher,76.176,3,0.2,26.6616
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,Support,65.88,6,0.0,18.4464
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,SaaS Connector Pack,43.12,14,0.0,20.6976
EMEA-2022-110366,2022-09-06,France,Paris,EMEA,EU-WEST,General Motors,Manufacturing,Strategic,SaaS Connector Pack,82.8,2,0.2,10.35
AMER-2023-106180,2023-09-19,United States,Los Angeles,AMER,NAMER,State Farm Insurance Cos.,Finance,Strategic,ChatBot Plugin,8.82,3,0.0,2.3814
AMER-2023-106180,2023-09-19,United States,Los Angeles,AMER,NAMER,State Farm Insurance Cos.,Finance,Strategic,SaaS Connector Pack - Gold,10.86,3,0.0,5.1042
AMER-2023-106180,2023-09-19,United States,Los Angeles,AMER,NAMER,State Farm Insurance Cos.,Finance,Strategic,Support,143.7,3,0.0,68.976
EMEA-2023-155376,2023-12-23,Poland,Warsaw,EMEA,EU-WEST,Comcast,Communications,SMB,OneView,839.43,3,0.0,218.2518
AMER-2021-110744,2021-09-07,United States,Newark,AMER,NAMER,AmerisourceBergen,Healthcare,SMB,Marketing Suite - Gold,671.93,7,0.0,20.1579
AMER-2020-110072,2020-10-22,Mexico,Monterrey,AMER,LATAM,Toyota Motor,Manufacturing,Enterprise,SaaS Connector Pack,93.888,4,0.2,12.9096
EMEA-2022-114489,2022-12-06,Italy,Rome,EMEA,EU,Walmart,Retail,Strategic,Site Analytics,384.45,11,0.0,103.8015
EMEA-2022-114489,2022-12-06,Italy,Rome,EMEA,EU,Walmart,Retail,Strategic,Site Analytics,149.97,3,0.0,5.9988
EMEA-2022-114489,2022-12-06,Italy,Rome,EMEA,EU,Walmart,Retail,Strategic,FinanceHub,1951.84,8,0.0,585.552
EMEA-2022-114489,2022-12-06,Italy,Rome,EMEA,EU,Walmart,Retail,Strategic,ContactMatcher,171.55,5,0.0,80.6285
AMER-2022-158834,2022-03-14,Chile,Puente Alto,AMER,LATAM,Johnson & Johnson,Healthcare,Enterprise,OneView,157.92,5,0.2,17.766
AMER-2022-158834,2022-03-14,Chile,Puente Alto,AMER,LATAM,Johnson & Johnson,Healthcare,Enterprise,Site Analytics,203.184,2,0.2,15.2388
AMER-2021-124919,2021-05-31,United States,Chicago,AMER,NAMER,Engie,Energy,Strategic,Support,58.38,7,0.0,26.271
AMER-2021-124919,2021-05-31,United States,Chicago,AMER,NAMER,Engie,Energy,Strategic,Support,105.52,4,0.0,48.5392
AMER-2021-124919,2021-05-31,United States,Chicago,AMER,NAMER,Engie,Energy,Strategic,Marketing Suite - Gold,80.88,6,0.0,21.0288
AMER-2021-118948,2021-05-28,Canada,Toronto,AMER,NAMER,HonHai Precision Industry,Tech,Enterprise,ChatBot Plugin,6.63,3,0.0,1.7901
AMER-2020-104269,2020-03-01,Canada,Toronto,AMER,NAMER,American Express,Finance,SMB,FinanceHub,457.568,2,0.2,51.4764
APJ-2022-114104,2022-11-21,Singapore,Singapore,APJ,APAC,Daimler,Transportation,SMB,FinanceHub,14.62,2,0.0,6.8714
APJ-2022-114104,2022-11-21,Singapore,Singapore,APJ,APAC,Daimler,Transportation,SMB,Site Analytics,944.93,7,0.0,236.2325
AMER-2022-162733,2022-05-12,United States,New York City,AMER,NAMER,J.P. Morgan Chase & Co.,Finance,SMB,Support,5.98,1,0.0,2.691
EMEA-2021-119697,2021-12-28,France,Paris,EMEA,EU-WEST,Kroger,Retail,SMB,Data Smasher,54.384,2,0.2,1.3596
APJ-2022-154508,2022-11-17,New Zealand,Wellington,APJ,ANZ,Mondelez International,Consumer Products,SMB,SaaS Connector Pack - Gold,28.4,5,0.0,13.348
AMER-2022-113817,2022-11-08,Canada,Toronto,AMER,NAMER,Volkswagen,Manufacturing,SMB,ContactMatcher,27.68,2,0.2,9.688
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,Nissan Motor,Transportation,SMB,ChatBot Plugin,9.936,3,0.2,2.7324
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,Nissan Motor,Transportation,SMB,Big Ol Database,8159.952,8,0.4,-1359.992
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,Nissan Motor,Transportation,SMB,Marketing Suite - Gold,275.928,3,0.2,-58.6347
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,Nissan Motor,Transportation,SMB,FinanceHub,1740.06,9,0.3,-24.858
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,Nissan Motor,Transportation,SMB,ChatBot Plugin,32.064,6,0.2,6.8136
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,Nissan Motor,Transportation,SMB,OneView,177.98,5,0.8,-453.849
APJ-2020-139892,2020-09-08,Japan,Osaka,APJ,JAPN,Nissan Motor,Transportation,SMB,Site Analytics,143.976,3,0.2,8.9985
AMER-2020-118962,2020-08-05,United States,New York City,AMER,NAMER,Chevron,Energy,SMB,Support,20.94,3,0.0,9.8418
AMER-2020-118962,2020-08-05,United States,New York City,AMER,NAMER,Chevron,Energy,SMB,Support,110.96,2,0.0,53.2608
AMER-2020-118962,2020-08-05,United States,New York City,AMER,NAMER,Chevron,Energy,SMB,FinanceHub,340.144,7,0.2,21.259
APJ-2020-100853,2020-09-14,Australia,Sydney,APJ,ANZ,Royal Dutch Shell,Energy,Strategic,OneView,52.448,2,0.8,-131.12
APJ-2020-100853,2020-09-14,Australia,Sydney,APJ,ANZ,Royal Dutch Shell,Energy,Strategic,FinanceHub,20.16,4,0.2,6.552
APJ-2023-152366,2023-04-22,Japan,Tokyo,APJ,JAPN,Wells Fargo,Finance,SMB,OneView,97.264,4,0.8,-243.16
AMER-2021-101511,2021-11-21,Mexico,Monterrey,AMER,LATAM,Oracle,Tech,SMB,FinanceHub,396.802,7,0.3,-11.3372
AMER-2021-101511,2021-11-21,Mexico,Monterrey,AMER,LATAM,Oracle,Tech,SMB,Support,15.88,5,0.2,-3.7715
EMEA-2021-137225,2021-12-15,United Kingdom,London,EMEA,UKIR,Microsoft,Tech,Enterprise,ChatBot Plugin,3.28,1,0.0,1.4104
APJ-2020-166191,2020-12-05,Australia,Melbourne,APJ,ANZ,Merck,Healthcare,Strategic,Marketing Suite - Gold,24.816,2,0.2,1.8612
APJ-2020-166191,2020-12-05,Australia,Melbourne,APJ,ANZ,Merck,Healthcare,Strategic,Data Smasher,408.744,7,0.2,76.6395
EMEA-2020-158274,2020-11-19,Czech Republic,Prague,EMEA,EU-EAST,Merck,Healthcare,Enterprise,Site Analytics,503.96,4,0.0,131.0296
EMEA-2020-158274,2020-11-19,Czech Republic,Prague,EMEA,EU-EAST,Merck,Healthcare,Enterprise,Site Analytics,149.95,5,0.0,41.986
EMEA-2020-158274,2020-11-19,Czech Republic,Prague,EMEA,EU-EAST,Merck,Healthcare,Enterprise,Data Smasher,29.0,2,0.0,7.25
